titulo_completo,delito_artículo,delito_descripcion,tipo,codigo_delito
CPN - Título III - Delitos contra la integridad sexual/Capítulo III,Art. 128 Pár. 2,Distribución o comercialización de imágenes obscenas y espectáculos pornográficos de menores,específico,CP.128.0.02.00.00
CPN - Título III - Delitos contra la integridad sexual/Capítulo III,Art. 128 Pár. 3,Publicación y reproducción de imágenes obscenas a menores,específico,CP.128.0.03.00.00
CPN - Título III - Delitos contra la integridad sexual/Capítulo III,Art. 129,Exhibiciones obscenas,general,CP.129.0.00.00.00
CPN - Título III - Delitos contra la integridad sexual/Capítulo III,Art. 129 Pár. 1,Exhibiciones obscenas,específico,CP.129.0.01.00.00
CPN - Título III - Delitos contra la integridad sexual/Capítulo III,Art. 129 Pár. 2,Exhibiciones obscenas a menores,específico,CP.129.0.02.00.00
CPN - Título III - Delitos contra la integridad sexual/Capítulo IV,Art. 130,Sustracción o retención de una persona con la intención de menoscabar su integridad sexual,general,CP.130.0.00.00.00
CPN - Título III - Delitos contra la integridad sexual/Capítulo IV,Art. 130 Pár. 1,Rapto,específico,CP.130.0.01.00.00
CPN - Título III - Delitos contra la integridad sexual/Capítulo IV,Art. 130 Pár. 2,Rapto impropio  ,específico,CP.130.0.02.00.00
CPN - Título III - Delitos contra la integridad sexual/Capítulo IV,Art. 130 Pár. 3,Rapto de menor impúber,específico,CP.130.0.03.00.00
CPN - Título III - Delitos contra la integridad sexual/Capítulo IV,Art. 131,Ciberacoso sexual infantil (Grooming),específico/general,CP.131.0.00.00.00
CPN - Título IV - Delitos contra el estado civil/Capítulo I,Art. 134,Matrimonio ilegal bilateral,específico/general,CP.134.0.00.00.00
CPN - Título IV - Delitos contra el estado civil/Capítulo I,Art. 135,Matrimonios ilegales,general,CP.135.0.00.00.00
CPN - Título IV - Delitos contra el estado civil/Capítulo I,Art. 135 Inc. 1,Matrimonio ilegal unilateral,específico,CP.135.0.00.01.00
CPN - Título IV - Delitos contra el estado civil/Capítulo I,Art. 135 Inc. 2,Simulación de matrimonio,específico,CP.135.0.00.02.00
CPN - Título IV - Delitos contra el estado civil/Capítulo I,Art. 136,Matrimonio ilegal por conducta punible del oficial público del Registro Civil,general,CP.136.0.00.00.00
CPN - Título IV - Delitos contra el estado civil/Capítulo I,Art. 136 Pár. 1 Inc. 1,Matrimonio ilegal unilateral por conducta punible del oficial público del Registro Civil,específico,CP.136.0.01.01.00
CPN - Título IV - Delitos contra el estado civil/Capítulo I,Art. 136 Pár. 1 Inc. 2,Simulación de matrimonio por conducta punible del oficial público del Registro Civil,específico,CP.136.0.01.02.00
CPN - Título IV - Delitos contra el estado civil/Capítulo I,Art. 136 Pár. 2,Matrimonio ilegal por conducta punible del oficial público del Registro Civil,específico,CP.136.0.02.00.00
CPN - Título IV - Delitos contra el estado civil/Capítulo I,Art. 136 Pár. 3,Matrimonio ilegal por conducta punible del oficial público del Registro Civil,específico,CP.136.0.03.00.00
CPN - Título IV - Delitos contra el estado civil/Capítulo I,Art. 137,Matrimonio ilegal por conducta punible del representante legítimo del menor,específico/general,CP.137.0.00.00.00
CPN - Título IV - Delitos contra el estado civil/Capítulo II,Art. 138,Supresión y alteración del estado civil,específico/general,CP.138.0.00.00.00
CPN - Título IV - Delitos contra el estado civil/Capítulo II,Art. 139,Supresión y suposición de la Identidad,general,CP.139.0.00.00.00
CPN - Título IV - Delitos contra el estado civil/Capítulo II,Art. 139 Inc. 1,Suposición de preñez o parto,específico,CP.139.0.00.01.00
CPN - Título IV - Delitos contra el estado civil/Capítulo II,Art. 139 Inc. 2,Supresión y alteración de identidad de menores agravado,específico,CP.139.0.00.02.00
CPN - Título IV - Delitos contra el estado civil/Capítulo II,Art. 139 bis,Facilitación o promoción de la supresión y alteración del estado civil y de la identidad,general,CP.139.2.00.00.00
CPN - Título IV - Delitos contra el estado civil/Capítulo II,Art. 139 bis Pár. 1,Facilitación o promoción de la supresión y alteración del estado civil y de la identidad,específico,CP.139.2.01.00.00
CPN - Título IV - Delitos contra el estado civil/Capítulo II,Art. 139 bis Pár. 2,Facilitación o promoción de la supresión y alteración del estado civil y de la identidad,específico,CP.139.2.02.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 140,Reducción a servidumbre o condición análoga,específico/general,CP.140.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 141,Privación ilegal de la libertad,específico/general,CP.141.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142,Privación ilegal de la libertad agravada,general,CP.142.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 Inc. 1,Privación ilegal de la libertad agravada por la forma o fin,específico,CP.142.0.00.01.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 Inc. 2,Privación ilegal de la libertad agravada por el vínculo,específico,CP.142.0.00.02.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 Inc. 3,Privación ilegal de la libertad agravada por daños,específico,CP.142.0.00.03.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 Inc. 4,Privación ilegal de la libertad agravada por simulación de autoridad,específico,CP.142.0.00.04.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 Inc. 5,Privación ilegal de la libertad agravada por la duración,específico,CP.142.0.00.05.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 bis,"Sustracción, retención u ocultamiento de persona",general,CP.142.2.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 bis Pár. 1 Parte 1,"Sustracción, retención u ocultamiento de persona simple",específico,CP.142.2.01.00.01
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 bis Pár. 1 Parte 2,"Sustracción, retención u ocultamiento de persona agravado",específico,CP.142.2.01.00.02
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 bis Pár. 2 Inc. 1,"Sustracción, retención u ocultamiento de persona agravado por las características de la víctima",específico,CP.142.2.02.01.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 bis Pár. 2 Inc. 2,"Sustracción, retención u ocultamiento de persona agravado por el vínculo",específico,CP.142.2.02.02.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 bis Pár. 2 Inc. 3,"Sustracción, retención u ocultamiento de persona agravado por lesiones graves o gravísimas",específico,CP.142.2.02.03.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 bis Pár. 2 Inc. 4,"Sustracción, retención u ocultamiento de persona agravado por las características de la víctima",específico,CP.142.2.02.04.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 bis Pár. 2 Inc. 5,"Sustracción, retención u ocultamiento de persona agravado por las características del agente",específico,CP.142.2.02.05.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 bis Pár. 2 Inc. 6,"Sustracción, retención u ocultamiento de persona agravado por pluralidad de autores",específico,CP.142.2.02.06.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 bis Pár. 3,"Sustracción, retención u ocultamiento de persona seguido de muerte culposa",específico,CP.142.2.03.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 bis Pár. 4,"Sustracción, retención u ocultamiento de persona seguido de muerte dolosa",específico,CP.142.2.04.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 bis Pár. 5,"Sustracción, retención u ocultamiento de persona atenuado",específico,CP.142.2.05.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 ter,Desaparición forzada de personas,general,CP.142.3.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 ter Pár. 1,Desaparición forzada de personas simple,específico,CP.142.3.01.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 ter Pár. 2,Desaparición forzada de personas agravada,específico,CP.142.3.02.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 142 ter Pár. 3,Desaparición forzada de personas atenuada,específico,CP.142.3.03.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 143,Privación ilegal de la libertad por funcionario público,general,CP.143.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 143 Inc. 1,Privación ilegal de la libertad por funcionario público simple,específico,CP.143.0.00.01.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 143 Inc. 2,Privación ilegal de la libertad por funcionario público simple,específico,CP.143.0.00.02.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 143 Inc. 3,Privación ilegal de la libertad por funcionario público simple,específico,CP.143.0.00.03.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 143 Inc. 4,Privación ilegal de la libertad por funcionario público simple,específico,CP.143.0.00.04.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 143 Inc. 5,Privación ilegal de la libertad por funcionario público simple,específico,CP.143.0.00.05.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 143 Inc. 6,Privación ilegal de la libertad por funcionario público simple,específico,CP.143.0.00.06.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144,Privación ilegal de la libertad por funcionario público agravada,específico/general,CP.144.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 bis,"Privación abusiva de libertad, vejaciones, severidades y apremios ilegales",general,CP.144.2.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 bis Pár. 1 Inc. 1,Privación abusiva de libertad,específico,CP.144.2.01.01.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 bis Pár. 1 Inc. 2,Vejaciones y apremios ilegales,específico,CP.144.2.01.02.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 bis Pár. 1 Inc. 3,"Vejaciones, severidades y apremios ilegales a presos",específico,CP.144.2.01.03.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 bis Pár. 2,"Privación abusiva de libertad, vejaciones, severidades y apremios ilegales agravada",específico,CP.144.2.02.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 ter,Tortura,general,CP.144.3.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 ter Inc. 1,Tortura simple,específico,CP.144.3.00.01.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 ter Inc. 2 Parte 1,Tortura seguida de muerte,específico,CP.144.3.00.02.01
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 ter Inc. 2 Parte 2,Tortura con lesiones gravísimas,específico,CP.144.3.00.02.02
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 quater,Omisión de evitar o denunciar torturas,general,CP.144.4.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 quater Inc. 1,Omisión de evitar o denunciar torturas,específico,CP.144.4.00.01.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 quater Inc. 2,Omisión de evitar o denunciar torturas,específico,CP.144.4.00.02.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 quater Inc. 3,Omisión de evitar o denunciar torturas,específico,CP.144.4.00.03.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 quater Inc. 4,Omisión de evitar o denunciar torturas,específico,CP.144.4.00.04.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 144 quinto,Torturas posibilitadas por negligencia,específico/general,CP.144.5.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 145,Conducción fuera de las fronteras,específico/general,CP.145.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 145 bis,Explotación de personas,específico/general,CP.145.2.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 145 ter,Explotación de personas agravada,general,CP.145.3.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 145 ter Pár. 1 Inc. 1,Explotación de personas agravada,específico,CP.145.3.01.01.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 145 ter Pár. 1 Inc. 2,Explotación de personas agravada por la característica de la víctima,específico,CP.145.3.01.02.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 145 ter Pár. 1 Inc. 3,Explotación de personas agravada por la característica de la víctima,específico,CP.145.3.01.03.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 145 ter Pár. 1 Inc. 4,Explotación de personas agravada por múltiples víctimas,específico,CP.145.3.01.04.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 145 ter Pár. 1 Inc. 5,Explotación de personas agravada por múltiples autores,específico,CP.145.3.01.05.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 145 ter Pár. 1 Inc. 6,Explotación de personas agravada por el vínculo,específico,CP.145.3.01.06.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 145 ter Pár. 1 Inc. 7,"Explotación de personas agravada por funcionario público, miembros de seguridad, policial o penitenciaría",específico,CP.145.3.01.07.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 145 ter Pár. 2,Explotación de personas agravada por consumación de la explotación,específico,CP.145.3.02.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 145 ter Pár. 3,Explotación de personas agravada por la edad de la víctima,específico,CP.145.3.03.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 146,"Sustracción, retención y ocultamiento de menores",específico/general,CP.146.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 147,Desaparición de menor,específico/general,CP.147.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 148,Inducción a la fuga de un menor,específico/general,CP.148.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 148 bis,Trabajo infantil,específico/general,CP.148.2.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 149,Ocultamiento de un menor sustraído o fugado,general,CP.149.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 149 Pár. 1,Ocultamiento de un menor sustraído o fugado,específico,CP.149.0.01.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 149 Pár. 2,Ocultamiento de un menor sustraído o fugado agravado,específico,CP.149.0.02.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 149 bis Pár. 1 Parte 1,Amenazas,específico,CP.149.2.01.00.01
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 149 bis Pár. 1 Parte 2,Amenazas agravadas,específico,CP.149.2.01.00.02
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 149 bis Pár. 2,Coacciones,específico,CP.149.2.02.00.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 149 ter Inc. 1,Amenazas coactivas agravadas por el uso de armas o anonimato,específico,CP.149.3.00.01.00
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 149 ter Inc. 2 Parte a,Amenazas coactivas agravadas para la obtención de medidas o concesiones de miembro de los poderes públicos,específico,CP.149.3.00.02.01
CPN - Título V - Delitos contra la libertad/Capítulo I,Art. 149 ter Inc. 2 Parte b,"Amenazas coactivas agravadas por compeler a hacer abandono del país, una provincia, residencia o trabajo",específico,CP.149.3.00.02.02
CPN - Título V - Delitos contra la libertad/Capítulo II,Art. 150,Violación de domicilio,específico/general,CP.150.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo II,Art. 151,Allanamiento ilegal de domicilio,específico/general,CP.151.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 153,Violación de secretos,general,CP.153.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 153 Pár. 1,Violación de secretos,específico,CP.153.0.01.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 153 Pár. 2,Violación de secretos,específico,CP.153.0.02.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 153 Pár. 3,Violación de secretos agravada por comunicación o publicación del contenido,específico,CP.153.0.03.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 153 Pár. 4,Violación de secretos por funcionario público,específico,CP.153.0.04.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 153 bis,Acceso a datos o sistemas sin autorización,general,CP.153.2.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 153 bis Pár. 1,Acceso a datos o sistemas sin autorización,específico,CP.153.2.01.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 153 bis Pár. 2,Acceso a datos o sistemas sin autorización agravado,específico,CP.153.2.02.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 154,Violación de correspondencia por autor agravado,específico/general,CP.154.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 155,Publicación indebida de correspondencia,específico/general,CP.155.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 156,Violación de secreto profesional,específico/general,CP.156.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 157,"Revelación de hechos, actuaciones y documentos",específico/general,CP.157.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 157 bis,Violación de datos personales,general,CP.157.2.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 157 bis Pár. 1 Inc. 1,Violación de datos personales,específico,CP.157.2.01.01.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 157 bis Pár. 1 Inc. 2,Violación de datos personales,específico,CP.157.2.01.02.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 157 bis Pár. 1 Inc. 3,Violación de datos personales,específico,CP.157.2.01.03.00
CPN - Título V - Delitos contra la libertad/Capítulo III,Art. 157 bis Pár. 2,Violación de datos personales agravada,específico,CP.157.2.02.00.00
CPN - Título V - Delitos contra la libertad/Capítulo IV,Art. 158,"Compulsión a la huelga, boicot o lock-out",específico/general,CP.158.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo IV,Art. 159,Concurrencia desleal,específico/general,CP.159.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo V,Art. 160,Atentado a la libertad de reunión,específico/general,CP.160.0.00.00.00
CPN - Título V - Delitos contra la libertad/Capítulo VI,Art. 161,Atentado a la libertad de prensa,específico/general,CP.161.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo I,Art. 162,Hurto simple,específico/general,CP.162.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo I,Art. 163 Inc. 1,"Hurto de productos separados del suelo o de máquinas, instrumentos de trabajo, etc.",específico,CP.163.0.00.01.00
CPN - Título VI - Delitos contra la propiedad/Capítulo I,Art. 163 Inc. 2,Hurto calamitoso,específico,CP.163.0.00.02.00
CPN - Título VI - Delitos contra la propiedad/Capítulo I,Art. 163 Inc. 3,"Hurto con ganzúa, llave falsa u otro instrumento",específico,CP.163.0.00.03.00
CPN - Título VI - Delitos contra la propiedad/Capítulo I,Art. 163 Inc. 4,Hurto con escalamiento,específico,CP.163.0.00.04.00
CPN - Título VI - Delitos contra la propiedad/Capítulo I,Art. 163 Inc. 5,Hurto de carga transportada,específico,CP.163.0.00.05.00
CPN - Título VI - Delitos contra la propiedad/Capítulo I,Art. 163 Inc. 6,Hurto de vehículos,específico,CP.163.0.00.06.00
CPN - Título VI - Delitos contra la propiedad/Capítulo I,Art. 163 bis,"Hurto agravado por miembros de seguridad, policial o penitenciaría",específico/general,CP.163.2.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 164,Robo simple,específico/general,CP.164.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 165,Robo seguido de muerte,específico/general,CP.165.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 166 Pár. 2,Robo con arma de fuego,específico,CP.166.0.02.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 166 Pár. 3,Robo con arma de fuego atenuado,específico,CP.166.0.03.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 166 Pár. 1 Inc. 1,Robo agravado por lesiones graves o gravísimas,específico,CP.166.0.01.01.00
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 166 Pár. 1 Inc. 2,Robo con arma o en despoblado y en banda,específico,CP.166.0.01.02.00
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 167 Inc. 1,Robo en despoblado,específico,CP.167.0.00.01.00
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 167 Inc. 2,Robo en poblado y en banda,específico,CP.167.0.00.02.00
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 167 Inc. 3,Robo por efracción,específico,CP.167.0.00.03.00
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 167 Inc. 4 Parte 1,"Robo de productos separados del suelo o de máquinas, instrumentos de trabajo, etc.",específico,CP.167.0.00.04.01
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 167 Inc. 4 Parte 2,Robo calamitoso,específico,CP.167.0.00.04.02
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 167 Inc. 4 Parte 3,"Robo con ganzúa, llave falsa u otro instrumento",específico,CP.167.0.00.04.03
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 167 Inc. 4 Parte 4,Robo con escalamiento,específico,CP.167.0.00.04.04
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 167 Inc. 4 Parte 5,Robo de carga transportada,específico,CP.167.0.00.04.05
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 167 Inc. 4 Parte 6,Robo de vehículos,específico,CP.167.0.00.04.06
CPN - Título VI - Delitos contra la propiedad/Capítulo II,Art. 167 bis,"Robo agravado por miembros de seguridad, policial o penitenciaría",específico/general,CP.167.2.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo 2 bis,Art. 167 ter,Abigeato ,general,CP.167.3.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo 2 bis,Art. 167 ter Pár. 1,Abigeato simple,específico,CP.167.3.01.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo 2 bis,Art. 167 ter Pár. 2,Abigeato agravado por múltiples cabezas de ganado y utilización de medio motorizado,específico,CP.167.3.02.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo 2 bis,Art. 167 quater,Abigeato agravado,general,CP.167.4.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo 2 bis,Art. 167 quater Inc. 1,Abigeato agravado por fuerza o violencia física,específico,CP.167.4.00.01.00
CPN - Título VI - Delitos contra la propiedad/Capítulo 2 bis,Art. 167 quater Inc. 2,"Abigeato agravado por alteración, supresión o falsificación de marcas o señales",específico,CP.167.4.00.02.00
CPN - Título VI - Delitos contra la propiedad/Capítulo 2 bis,Art. 167 quater Inc. 3,Abigeato agravado por falsificación o utilización de documentos falsos,específico,CP.167.4.00.03.00
CPN - Título VI - Delitos contra la propiedad/Capítulo 2 bis,Art. 167 quater Inc. 4,"Abigeato agravado por persona dedicada a la crianza, cuidado, faena, elaboración, etc., de ganado",específico,CP.167.4.00.04.00
CPN - Título VI - Delitos contra la propiedad/Capítulo 2 bis,Art. 167 quater Inc. 5,Abigeato agravado por participación de funcionario público,específico,CP.167.4.00.05.00
CPN - Título VI - Delitos contra la propiedad/Capítulo 2 bis,Art. 167 quater Inc. 6,Abigeato agravado por múltiples autores,específico,CP.167.4.00.06.00
CPN - Título VI - Delitos contra la propiedad/Capítulo 2 bis,Art. 167 quinque,Abigeato agravado por las características de autor,específico/general,CP.167.5.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 168,Extorsión,general,CP.168.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 168 Pár. 1,Extorsión,específico,CP.168.0.01.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 168 Pár. 2,Extorsión,específico,CP.168.0.02.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 169,Chantaje o extorsión mediante amenazas de imputaciones contra el honor,específico/general,CP.169.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 170,Secuestro extorsivo,general,CP.170.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 170 Pár. 1 Parte 1,Secuestro extorsivo,específico,CP.170.0.01.00.01
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 170 Pár. 1 Parte 2,Secuestro extorsivo,específico,CP.170.0.01.00.02
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 170 Pár. 2 Inc. 1,Secuestro extorsivo agravado por las características de la víctima,específico,CP.170.0.02.01.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 170 Pár. 2 Inc. 2,Secuestro extorsivo agravado por el vínculo,específico,CP.170.0.02.02.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 170 Pár. 2 Inc. 3,Secuestro extorsivo agravado por lesiones graves o gravísimas,específico,CP.170.0.02.03.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 170 Pár. 2 Inc. 4,Secuestro extorsivo agravado por las características de la víctima,específico,CP.170.0.02.04.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 170 Pár. 2 Inc. 5,Secuestro extorsivo agravado por funcionario público o fuerza de seguridad u organismo de inteligencia del Estado,específico,CP.170.0.02.05.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 170 Pár. 2 Inc. 6,Secuestro extorsivo agravado múltiples autores,específico,CP.170.0.02.06.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 170 Pár. 3,Secuestro extorsivo agravado seguido de muerte culposa,específico,CP.170.0.03.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 170 Pár. 4,Secuestro extorsivo agravado seguido de muerte dolosa,específico,CP.170.0.04.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 170 Pár. 5,Secuestro extorsivo atenuado,específico,CP.170.0.05.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo III,Art. 171,Extorsión mediante sustracción de cadáveres,específico/general,CP.171.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 172,Estafa,específico/general,CP.172.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173,Defraudación,general,CP.173.0.00.00.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 1,"Defraudación en la sustancia, calidad o cantidad de cosas",específico,CP.173.0.00.01.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 2,Depositario infiel,específico,CP.173.0.00.02.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 3,Suscripción engañosa de documento,específico,CP.173.0.00.03.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 4,Abuso de firma en blanco,específico,CP.173.0.00.04.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 5,Hurto impropio,específico,CP.173.0.00.05.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 6,Defraudación por contrato simulado y falsos recibos,específico,CP.173.0.00.06.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 7,Administración fraudulenta,específico,CP.173.0.00.07.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 8,Supresión de documentos,específico,CP.173.0.00.08.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 9,Estelionato,específico,CP.173.0.00.09.00
CPN - Título VI - Delitos contra la propiedad/Capítulo IV,Art. 173 Inc. 10,Remuneración pretextada a un juez o funcionario,específico,CP.173.0.00.10.00
